CASEID,SEX,AGE,RACE,MARITAL,CHILDS,AGEKDBRN,EARNRS,BORN,CLASS,DWELOWN,INCOME16CAT,INCOME,RINCOM16CAT,RINCOME,EDUC,SPEDUC,PAEDUC,MAEDUC,DEGREE,SPDEG,PADEG,MADEG,WRKSTAT,SPWRKSTA,HRS1,SPHRS1,WRKSLF,PAWRKSLF,MAWRKSLF,WRKGOVT,TVHOURS,PARTYID,PARTYID3,PARTYID2,POLVIEWS,POLVIEWS3,POLVIEWS2,CAPPUN,GUNLAW,EQWLTH,HELPPOOR,HELPNOT,HELPSICK,TAX,ODDS1,ODDS2,HOTCORE,EARTHSUN,ELECTRON,VIRUSES,BIGBANG,CONDRIFT,EVOLVED,JOBLOSE,JOBFIND,SATJOB,RICHWORK,NEWS,HAPPY,HAPMAR,HEALTH,LIFE,UNEMP,UNION,PARSOL,KIDSSOL,CONFINAN,CONBUS,CONEDUC,CONFED,CONLABOR,CONPRESS,CONMEDIC,CONJUDGE,CONLEGIS,COURTS,GRASS,RANK,SATFIN,FINALTER,GRANBORN,HOMPOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64305,1,58,1,3,2,20,1,1,3,1,17,37500,17,37500,14,,8,8,2,,0,0,5,,,,2,2,,1,5,6,3,3,6,3,3,1,,7,3,5,3,,0,0,0,0,0,0,0,0,0,,,,,5,1,,,,2,4,1,1,2,2,1,1,3,3,1,1,3,2,2,5,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64306,1,85,1,3,3,22,0,1,3,1,16,32500,,,16,,0,12,3,,0,1,5,,,,2,1,2,2,1,5,3,3,6,3,3,1,1,,,,,2,2,2,1,1,2,2,8,1,2,,,,,5,2,,,1,,,,,,,,,,,,,,3,,4,1,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64307,1,25,1,5,0,,1,1,3,2,12,18750,12,18750,12,,12,12,1,,1,1,1,,40,,2,2,2,2,2,4,2,,5,3,3,2,,7,5,3,5,,8,1,1,1,1,2,0,1,0,2,2,1,,5,2,,,,1,4,1,4,2,2,3,2,2,3,1,1,2,3,1,5,2,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64308,2,72,1,3,3,32,1,1,3,1,23,120000,22,100000,16,,9,14,3,,0,2,1,,44,,2,1,,2,1,0,1,1,2,1,1,2,,2,2,3,1,,0,0,0,0,0,0,0,0,0,4,,1,,5,1,,,,2,4,3,2,2,2,2,3,2,1,1,1,3,1,1,4,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64309,2,70,1,5,0,,0,1,3,1,6,6500,,,13,,12,7,1,,1,0,5,,,,2,1,,2,4,6,3,3,6,3,3,2,1,,,,,2,2,1,1,1,2,1,1,1,1,,,,,5,2,,2,2,,,,,,,,,,,,,,2,,6,2,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64310,2,62,2,3,4,18,1,1,1,1,14,23750,11,16250,12,,,8,1,,,0,2,,20,,2,,2,2,5,0,1,1,,,,1,,1,1,3,1,,2,2,8,8,8,2,0,8,2,2,3,1,,5,2,,,,2,4,2,3,2,,2,3,,2,2,2,3,2,1,7,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64311,1,85,2,2,1,30,1,1,3,,18,45000,18,45000,19,,9,8,4,,0,0,5,,,,2,2,2,1,,0,1,1,4,2,,2,1,5,3,4,2,1,0,0,0,0,0,0,0,0,0,,,,,,2,,2,1,2,4,1,1,2,2,1,1,1,2,1,1,2,3,1,6,1,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64312,2,39,1,5,3,20,2,1,1,2,9,11250,9,11250,15,,,12,2,,,1,2,,38,,1,,2,2,2,1,1,1,6,3,3,1,,2,3,3,3,,0,0,0,0,0,0,0,0,0,4,1,1,,5,2,,,,1,4,5,5,3,3,2,3,2,3,3,3,3,,1,8,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64313,1,68,2,2,4,22,0,1,3,,18,45000,18,45000,15,,7,3,1,,0,0,7,,,,2,1,,1,,0,1,1,2,1,1,2,1,5,2,3,1,2,0,0,0,0,0,0,0,0,0,,,2,,,3,,2,1,1,4,2,2,1,2,1,1,1,2,2,1,2,3,2,5,2,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64314,2,64,1,3,2,42,3,1,2,1,15,27500,15,27500,12,,16,,1,,3,,1,,57,,2,2,,1,2,5,3,3,5,3,3,2,1,,,,,1,2,1,1,1,8,2,0,1,0,4,3,2,1,5,2,,2,2,,,,,,,,,,,,,,1,,5,3,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64315,1,75,1,2,3,30,0,1,3,,18,45000,,,12,,5,12,1,,0,1,5,,,,1,2,,2,,0,1,1,6,3,3,1,1,4,5,5,3,2,0,0,0,0,0,0,0,0,0,,,,,,2,,2,3,2,4,1,4,1,2,2,1,2,2,1,1,2,2,8,5,1,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64316,1,55,1,1,3,30,0,1,1,1,8,9000,,,7,7,,,0,0,0,,8,7,,,2,2,,2,8,0,1,1,,,,2,,5,2,3,3,,0,0,0,0,0,0,0,0,0,,,,,3,2,2,,,2,4,2,2,2,2,1,2,2,2,1,2,2,2,8,5,3,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64317,1,35,2,1,6,17,1,1,3,2,17,37500,,,12,11,12,,1,0,1,0,1,7,40,,2,1,2,2,3,2,2,,4,2,,2,,1,3,3,3,,1,2,1,1,2,1,0,2,0,4,2,1,,5,1,2,,,2,4,2,1,3,3,1,3,2,3,3,3,3,2,2,7,2,3,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64318,2,24,1,5,1,21,1,1,2,2,3,3500,3,3500,12,,13,13,1,,1,1,1,,60,,2,1,2,2,1,3,2,,6,3,3,1,1,,,,,1,2,2,1,2,1,1,1,1,1,3,2,2,1,4,3,,2,2,,,,,,,,,,,,,,2,,5,3,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64319,1,27,1,5,1,25,1,1,3,,15,27500,15,27500,12,,12,,1,,1,0,1,,44,,2,2,2,1,,5,3,3,6,3,3,1,1,4,3,4,3,2,0,0,0,0,0,0,0,0,0,,,2,2,,3,,3,2,1,4,2,2,2,2,2,3,2,3,3,3,3,2,1,6,2,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64320,2,28,1,1,1,22,1,1,3,1,22,100000,,,10,11,6,6,1,0,0,0,7,1,,65,2,2,,2,2,3,2,,4,2,,1,1,,,,,1,1,2,1,1,8,1,2,2,2,,,2,,5,1,1,2,2,,,,,,,,,,,,,,2,,5,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64321,1,61,1,3,0,,0,1,3,1,19,55000,,,18,,12,18,4,,1,4,5,,,,2,2,2,1,2,2,2,,5,3,3,1,,3,3,4,2,,2,1,1,1,1,2,0,1,0,,,,,1,2,,,,2,4,2,,2,2,2,3,3,3,2,2,3,1,1,5,1,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64322,2,67,1,1,2,22,1,1,4,,26,180000,,,13,16,19,13,1,4,4,1,7,1,,40,1,2,2,2,,4,2,,5,3,3,1,2,6,3,5,3,1,0,0,0,0,0,0,0,0,0,,,1,,,1,1,1,1,2,4,1,2,,1,2,2,2,3,1,1,3,2,8,3,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64323,1,80,1,2,8,,0,1,3,1,18,45000,,,10,,,,0,,,0,5,,,,2,,2,1,5,5,3,3,5,3,3,1,,4,5,3,3,,0,0,0,0,0,0,0,0,0,,,,,1,3,,,,2,4,,4,1,2,2,3,2,3,2,2,3,2,2,5,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64324,2,86,1,2,2,30,0,1,3,,20,67500,,,16,,16,16,4,,4,3,7,,,,2,1,2,1,,0,1,1,2,1,1,1,1,4,3,3,3,2,0,0,0,0,0,0,0,0,0,,,1,,,2,,1,1,2,4,3,3,1,1,1,2,2,1,1,,2,,2,2,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64325,2,33,3,1,0,,2,2,2,2,13,21250,11,16250,12,12,9,6,1,1,0,0,1,1,40,40,2,2,2,2,2,3,2,,2,1,1,1,2,,,,,1,2,1,8,2,8,1,0,1,0,4,2,2,1,4,1,1,2,1,,,,,,,,,,,,,,2,,3,2,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64326,2,28,1,5,1,22,2,1,2,,19,55000,16,32500,18,,12,12,3,,1,1,1,,36,,2,2,2,1,,3,2,,4,2,,1,1,3,3,,2,2,0,0,0,0,0,0,0,0,0,,,2,1,,1,,1,2,1,4,3,2,2,3,2,3,2,3,2,2,3,2,1,5,2,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64327,2,30,1,3,3,18,1,1,1,2,7,7500,,,9,,5,15,1,,0,1,1,,60,,2,1,2,2,0,3,2,,4,2,,2,2,,,,,2,2,1,1,1,2,2,2,1,2,2,1,4,2,5,2,,2,1,,,,,,,,,,,,,,2,,5,3,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64328,2,23,1,5,0,,0,1,3,,2,2000,2,2000,14,,18,14,1,,4,2,6,,,,2,1,2,2,,2,2,,2,1,1,1,1,3,3,2,1,1,0,0,0,0,0,0,0,0,0,,,,,,3,,2,2,2,4,1,2,2,2,2,2,2,3,1,2,2,3,1,4,2,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64329,2,45,3,1,2,33,2,2,2,2,21,82500,18,45000,18,20,16,16,4,3,4,3,1,1,36,36,2,2,2,2,1,2,2,,,,,2,,,3,,3,,1,1,1,1,8,2,0,1,0,4,1,2,,3,1,1,,,2,4,1,1,2,2,1,2,,1,2,,,2,2,2,1,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64330,1,77,1,3,2,18,1,1,3,1,24,140000,22,100000,11,,11,12,0,,,1,2,,24,,1,2,2,2,4,6,3,3,6,3,3,1,1,,,,,1,2,2,8,1,8,2,0,8,0,4,3,1,1,1,2,,2,2,,,,,,,,,,,,,,2,,4,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64331,2,39,1,1,3,17,1,1,2,2,19,55000,,,11,11,12,12,0,1,1,1,7,1,,60,2,2,,2,4,7,,,,,,1,,1,3,3,1,,0,0,0,0,0,0,0,0,0,,,2,,5,2,1,,,2,4,1,4,3,3,2,3,1,3,2,3,3,,1,6,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64332,1,81,1,1,3,20,0,1,3,,18,45000,,,14,12,5,5,1,1,0,0,5,5,,,1,1,2,2,,6,3,3,6,3,3,1,2,7,5,3,1,2,0,0,0,0,0,0,0,0,0,,,,,,1,1,3,2,2,4,3,2,1,1,1,1,1,1,1,1,1,3,2,3,2,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64333,2,32,3,4,5,16,1,1,1,2,4,4500,,,9,,,,0,,,,4,,,,2,,2,2,0,3,2,,,,,1,2,,,,,1,2,2,1,2,8,1,0,1,0,,,1,1,5,3,,3,3,,,,,,,,,,,,,,2,,10,3,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64334,1,34,1,1,1,18,2,1,3,,20,67500,20,67500,11,11,,8,0,1,,0,1,7,86,,2,,2,2,,5,3,3,4,2,,1,1,5,3,3,5,1,0,0,0,0,0,0,0,0,0,,,1,1,,1,1,1,2,1,4,1,1,2,1,1,2,3,3,1,2,3,2,1,6,2,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64335,2,39,1,5,2,23,1,1,1,1,20,67500,,,19,,11,18,2,,1,4,8,,,,2,1,2,1,6,1,1,1,4,2,,1,1,,,,,1,2,1,1,2,1,2,0,1,0,,,,,5,3,,4,2,,,,,,,,,,,,,,2,,8,3,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64336,2,59,3,3,2,22,1,1,2,,18,45000,18,45000,13,,3,1,1,,0,0,1,,40,,2,1,,2,,2,2,,4,2,,2,1,2,2,2,1,2,0,0,0,0,0,0,0,0,0,,,2,1,,3,,1,2,2,4,2,2,2,3,2,3,3,3,2,2,3,2,1,5,2,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64337,1,49,3,3,4,21,1,1,2,1,25,160000,25,160000,13,,5,5,3,,0,0,1,,89,,2,2,2,2,0,3,2,,6,3,3,1,2,,,,,1,1,1,1,2,1,1,1,1,2,4,1,3,2,3,2,,2,1,,,,,,,,,,,,,,2,,1,2,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64338,1,84,1,1,3,25,0,1,3,,18,45000,,,16,6,,16,3,0,1,3,5,5,,,2,2,,2,,4,2,,5,3,3,,2,4,3,3,3,3,0,0,0,0,0,0,0,0,0,,,,,,2,3,2,1,2,4,2,3,1,2,2,2,2,3,1,2,3,3,8,5,1,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64339,2,24,1,5,0,,3,1,2,2,15,27500,2,2000,11,,11,11,0,,,1,1,,42,,2,2,2,2,4,3,2,,4,2,,1,,3,3,2,2,,2,2,1,1,1,1,0,8,1,4,3,2,,2,2,,,,2,4,1,1,2,2,2,2,1,3,2,3,3,2,1,6,2,3,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64340,1,52,3,1,2,25,2,1,2,1,18,45000,,,13,12,16,6,1,1,1,0,1,1,40,40,2,2,2,1,1,1,1,1,5,3,3,1,1,,,,,1,2,1,1,2,2,8,0,1,0,4,2,1,1,5,1,1,1,2,,,,,,,,,,,,,,2,,5,2,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64341,2,36,1,1,3,16,1,1,2,2,21,82500,,,12,10,7,15,1,1,0,2,7,1,,80,2,1,1,2,2,4,2,,4,2,,1,,1,5,1,1,,0,0,0,0,0,0,0,0,0,,,1,,2,2,3,,,1,4,3,4,2,2,2,2,2,3,2,2,3,2,2,5,3,3,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64342,2,30,3,1,4,18,1,2,2,1,16,32500,,,6,6,,0,0,0,,0,7,1,,40,,,,,1,7,,,1,1,1,2,,1,1,1,5,,2,2,8,1,8,8,0,8,0,,,1,,5,2,1,,,2,4,1,1,2,2,1,1,,2,1,1,2,1,2,5,1,3,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64343,2,67,2,5,3,20,0,1,3,1,10,13750,,,12,,,,1,,,0,5,,,,2,2,2,2,24,0,1,1,7,3,3,2,2,,,,,1,2,8,1,2,8,1,0,1,0,,,,,1,1,,1,1,,,,,,,,,,,,,,2,,5,1,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64344,1,18,1,5,0,,1,1,2,,19,55000,,,10,,9,,0,,0,,6,,,,,2,,,,3,2,,1,1,1,1,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,,,,,,2,,1,2,2,4,1,1,1,2,3,3,1,2,2,1,2,3,1,7,2,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64345,2,53,2,5,1,16,1,1,3,1,18,45000,18,45000,12,,12,12,1,,1,1,1,,40,,2,2,2,1,3,3,2,,4,2,,2,,4,3,3,3,,0,0,0,0,0,0,0,0,0,4,3,1,,1,2,,,,2,4,2,2,1,2,2,2,2,2,2,1,2,2,2,5,1,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64346,2,49,1,4,3,20,1,1,2,,5,5500,3,3500,9,,,,1,,,,4,,,,2,,2,2,,6,3,3,4,2,,1,2,2,3,,1,2,0,0,0,0,0,0,0,0,0,,,1,2,,3,,3,2,1,4,1,1,1,1,1,1,1,1,1,1,2,1,8,,3,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64347,2,24,2,5,3,19,1,1,2,1,10,13750,,,13,,11,10,1,,1,1,1,,48,,1,2,2,2,2,2,2,,4,2,,1,2,,,,,1,2,2,2,2,1,1,0,1,0,4,1,2,1,2,1,,2,1,,,,,,,,,,,,,,2,,5,2,3,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64348,2,72,3,4,8,15,0,1,2,,7,7500,,,8,,,,0,,0,0,5,,,,2,2,,,,1,1,1,4,2,,2,1,3,3,3,4,1,0,0,0,0,0,0,0,0,0,,,,,,1,,3,1,2,4,2,2,2,2,1,2,2,2,2,3,3,2,2,5,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64349,2,54,1,1,3,21,1,2,2,1,16,32500,,,12,10,2,1,1,0,0,0,7,1,,35,2,1,1,1,2,4,2,,4,2,,2,1,,,,,2,2,2,1,1,2,1,2,1,1,,,1,,5,1,1,2,2,,,,,,,,,,,,,,1,,5,2,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64350,1,21,3,5,0,,2,1,2,2,6,6500,1,500,12,,3,12,1,,0,1,1,,40,,2,,,2,0,4,2,,3,1,1,1,1,,,,,1,2,1,1,1,2,1,1,1,1,4,2,1,1,5,2,,2,2,,,,,,,,,,,,,,2,,5,1,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64351,1,34,3,1,4,23,1,1,2,1,21,82500,20,67500,9,12,12,12,1,1,1,1,1,1,60,40,2,1,,2,1,3,2,,5,3,3,1,,1,3,5,3,,1,1,1,1,2,1,0,1,2,3,1,1,,5,1,2,,,2,4,2,1,3,2,2,3,2,3,1,3,3,2,1,5,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64352,2,60,1,3,2,21,1,1,3,1,20,67500,20,67500,12,,12,12,1,,1,1,1,,36,,2,2,,1,4,1,1,1,4,2,,1,1,,,,,3,1,2,1,2,1,1,0,1,0,4,1,4,2,4,3,,3,3,,,,,,,,,,,,,,2,,1,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64353,2,25,1,1,2,19,1,1,2,,23,120000,,,12,12,12,,1,1,1,,7,1,,80,,1,,,,6,3,3,6,3,3,1,2,7,4,2,4,,0,0,0,0,0,0,0,0,0,,,3,,,1,1,2,1,2,4,1,4,2,2,3,2,2,3,3,2,3,2,1,5,1,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64354,2,53,3,3,3,19,3,2,2,1,23,120000,20,67500,12,,4,4,1,,0,0,3,,,,2,1,,2,2,4,2,,6,3,3,2,,6,5,3,1,,0,0,0,0,0,0,0,0,0,3,3,1,,3,2,,,,2,4,3,3,2,1,1,1,1,2,2,2,1,3,2,5,2,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64355,1,33,1,1,2,24,1,1,2,1,22,100000,20,67500,12,12,12,,1,1,4,,1,7,55,,2,2,2,2,3,3,2,,4,2,,1,1,,,,,1,2,2,1,2,8,1,2,1,2,4,1,1,2,5,2,1,2,2,,,,,,,,,,,,,,2,,5,1,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64356,2,30,3,1,8,18,1,1,2,,17,37500,17,37500,12,12,16,15,1,1,2,1,1,8,48,,2,2,,2,,4,2,,4,2,,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,,,1,1,,1,1,2,1,2,4,1,1,1,1,2,1,2,2,1,1,1,1,1,5,1,1,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64357,1,43,3,3,3,21,4,1,3,,16,32500,14,23750,11,,,,1,,0,0,1,,55,,2,1,1,2,,2,2,,3,1,1,1,2,1,1,,2,1,0,0,0,0,0,0,0,0,0,,,1,1,,2,,3,1,2,4,1,1,2,2,2,2,2,2,2,2,2,,1,6,1,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64358,1,27,3,5,1,20,2,1,3,2,18,45000,13,21250,10,,,,0,,,0,1,,89,,2,,2,2,8,3,2,,4,2,,2,,3,3,3,3,,0,0,0,0,0,0,0,0,0,4,1,1,,5,3,,,,2,4,3,1,2,2,2,2,1,3,2,2,2,3,1,6,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64359,1,57,2,5,1,30,1,1,3,,14,23750,,,11,,,12,1,,,1,8,,,,2,,2,2,,3,2,,4,2,,1,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,,,,,,1,,4,1,2,4,4,2,2,2,2,2,2,2,2,2,3,1,2,5,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64360,2,43,3,5,4,16,1,1,3,2,2,2000,,,8,,,3,0,,,0,4,,,,1,,2,2,10,1,1,1,5,3,3,1,,4,3,3,1,,2,2,1,1,8,1,0,2,2,,,2,,5,2,,,,1,4,3,1,2,2,2,3,2,2,1,2,2,2,1,5,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64361,2,49,3,3,2,30,2,2,2,1,9,11250,,,13,,,12,1,,,2,1,,40,,2,,2,2,1,0,1,1,5,3,3,1,1,,,,,2,2,2,2,1,8,2,2,2,2,3,2,2,1,3,2,,2,1,,,,,,,,,,,,,,2,,6,2,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64362,2,61,1,3,6,17,2,1,2,,14,23750,13,21250,10,,10,,0,,0,,1,,62,,2,2,,2,,3,2,,4,2,,1,1,2,1,,3,2,0,0,0,0,0,0,0,0,0,,,2,2,,2,,2,2,2,4,5,3,2,2,2,3,2,3,2,1,2,2,1,5,2,3,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64363,1,39,3,4,2,24,1,1,2,,20,67500,20,67500,14,,14,10,1,,1,0,1,,54,,2,2,2,2,,1,1,1,3,1,1,2,1,6,4,5,4,1,0,0,0,0,0,0,0,0,0,,,2,2,,2,,2,2,2,4,1,2,2,2,3,2,2,3,3,2,3,2,1,7,2,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64364,2,54,1,3,2,19,1,1,2,1,15,27500,,,14,,9,14,1,,0,1,1,,38,,1,2,2,2,4,6,3,3,7,3,3,2,,4,3,3,1,,0,0,0,0,0,0,0,0,0,4,3,1,,5,2,,,,2,4,3,2,2,2,2,2,2,3,3,1,3,2,1,5,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64365,2,55,3,1,5,22,4,2,2,1,24,140000,20,67500,8,6,,,0,0,0,0,1,1,65,60,2,1,,2,3,1,1,1,3,1,1,1,1,,,,,1,1,1,2,1,1,1,0,2,0,3,1,1,1,5,2,,1,2,,,,,,,,,,,,,,,,5,2,1,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64366,1,54,2,5,0,,1,1,2,2,4,4500,,,12,,10,12,1,,0,1,2,,20,,2,2,2,2,8,1,1,1,6,3,3,1,,7,1,1,5,,0,0,0,0,0,0,0,0,0,4,1,3,,5,2,,,,2,4,1,,2,3,3,2,1,3,1,2,2,3,1,9,3,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64367,1,49,3,1,3,22,1,1,2,2,21,82500,20,67500,11,9,9,4,0,0,0,0,1,7,75,,2,1,,2,2,5,3,3,4,2,,1,,1,3,3,1,,2,2,1,1,8,1,0,8,0,4,1,1,,4,2,1,,,1,4,3,2,2,2,3,2,3,3,2,2,2,2,1,4,2,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64368,2,77,2,3,5,20,2,1,3,1,8,9000,2,2000,12,,,,1,,,,5,,,,2,2,,2,4,3,2,,4,2,,2,,4,3,3,1,,0,0,0,0,0,0,0,0,0,,,,,2,1,,,,2,4,,,2,2,1,3,3,3,2,2,3,2,2,5,2,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64369,2,80,1,1,5,18,1,2,3,1,25,160000,,,10,5,5,5,1,0,0,0,7,5,,,2,2,,2,1,3,2,,6,3,3,2,1,,,,,,1,1,1,1,8,2,2,2,2,,,1,,5,2,1,2,1,,,,,,,,,,,,,,,,1,1,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64370,1,43,1,1,3,23,2,2,2,,21,82500,20,67500,10,10,12,8,0,0,1,0,1,2,65,16,2,2,,2,,1,1,1,4,2,,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,,,1,1,,3,2,1,2,2,4,1,1,3,1,1,2,2,3,1,1,1,2,2,1,3,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64371,2,45,3,2,3,18,2,2,3,2,9,11250,3,3500,4,,3,5,0,,0,0,1,,40,,2,1,2,2,1,3,2,,1,1,1,2,2,,,,,2,2,1,1,1,8,1,0,1,0,4,2,2,1,5,3,,3,2,,,,,,,,,,,,,,3,,9,3,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64372,1,33,2,1,4,23,2,1,2,1,20,67500,19,55000,15,14,12,12,1,1,1,1,4,7,,,2,2,2,2,3,1,1,1,4,2,,2,1,,,,,1,2,2,1,2,2,8,2,1,1,,,2,1,4,1,2,3,1,,,,,,,,,,,,,,1,,5,2,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
